severity,ppt,tmax,vpdmax,fuel_model,vegetation_type,canopy_cover,slope_deg,aspect_deg,elevation_m,treated,fire,x,y,fuel_model_group,vegetation_type_group
430,0.0,33.159,39.829,165,7027,75,20,319,619,0,Dixie_2021,-121.35527938842488,39.703481400100834,Timber-Understory,Tree
711,0.0,32.271,37.462,165,7027,75,13,172,684,0,Dixie_2021,-121.36459106776273,39.72930512114445,Timber-Understory,Tree
106,0.0,32.271,37.462,165,7030,65,16,107,721,0,Dixie_2021,-121.37390942564788,39.755128411964186,Timber-Understory,Tree
523,0.0,30.188,33.173,165,7028,65,26,66,1251,0,Dixie_2021,-121.38323446908848,39.780951277420364,Timber-Understory,Tree
-6,0.0,30.188,33.173,165,7028,65,19,181,1044,0,Dixie_2021,-121.39256620510231,39.80677372237829,Timber-Understory,Tree
-29,0.0,32.834,39.831,165,7030,65,29,284,789,0,Dixie_2021,-121.4019046407167,39.83259575170812,Timber-Understory,Tree
-32,0.0,30.25,33.365,165,7028,65,35,150,1051,0,Dixie_2021,-121.41124978296853,39.85841737028499,Timber-Understory,Tree
3,0.0,30.25,33.365,145,7105,0,15,159,1280,0,Dixie_2021,-121.42060163890427,39.884238582989106,Shrub,Shrub
16,0.0,29.484,32.17,186,7028,45,14,119,1470,0,Dixie_2021,-121.42996021557998,39.91005939470558,Timber Litter,Tree
-98,0.0,29.658,32.268,91,7299,45,18,152,1464,0,Dixie_2021,-121.43932552006146,39.93587981032468,Non-Burnable,Developed
20,0.0,27.795,28.272,102,9301,45,0,-1,1573,0,Dixie_2021,-121.44869755942402,39.96169983474162,Grass,Herb
-5,0.0,26.879,26.427,122,7032,25,6,188,1854,0,Dixie_2021,-121.45807634075263,39.98751947285671,Grass-Shrub,Tree
75,0.0,26.879,26.427,186,7027,45,2,-1,1820,0,Dixie_2021,-121.46746187114206,40.01333872957535,Timber Litter,Tree
40,0.0,26.96,27.034,184,7032,45,6,241,1771,0,Dixie_2021,-121.47685415769661,40.0391576098081,Timber Litter,Tree
420,0.0,28.889,31.667,165,7028,65,8,337,1620,0,Dixie_2021,-121.48625320753037,40.06497611847051,Timber-Understory,Tree
513,0.0,28.889,31.667,142,7193,65,13,207,1546,0,Dixie_2021,-121.49565902776718,40.0907942604834,Shrub,Tree
38,0.0,28.022,29.102,165,7028,75,14,198,1655,0,Dixie_2021,-121.50507162554051,40.11661204077265,Timber-Understory,Tree
12,0.0,28.022,29.102,184,7032,35,6,89,1719,0,Dixie_2021,-121.51449100799367,40.14242946426937,Timber Litter,Tree
34,0.0,30.848,35.631,165,7028,65,26,297,1331,0,Dixie_2021,-121.52391718227972,40.16824653590981,Timber-Understory,Tree
39,0.0,28.864,30.704,186,7197,35,15,115,1207,0,Dixie_2021,-121.53335015556151,40.19406326063546,Timber Litter,Tree
-21,0.0,28.864,30.704,186,7028,45,2,-1,1644,1,Dixie_2021,-121.54278993501161,40.2198796433932,Timber Litter,Tree
-88,0.0,28.623,30.563,186,7028,45,4,240,1698,0,Dixie_2021,-121.55223652781255,40.24569568913484,Timber Litter,Tree
44,0.0,28.316,30.263,165,7027,75,20,59,1305,0,Dixie_2021,-121.5616899411566,40.27151140281779,Timber-Understory,Tree
64,0.0,28.87,31.898,165,7027,65,6,163,1339,0,Dixie_2021,-121.57115018224587,40.29732678940448,Timber-Understory,Tree
-14,0.0,29.001,32.278,165,7027,55,22,173,1578,1,Dixie_2021,-121.58061725829235,40.32314185386281,Timber-Understory,Tree
119,0.0,29.001,32.278,186,7027,45,2,-1,1507,1,Dixie_2021,-121.59009117651799,40.34895660116592,Timber Litter,Tree
-37,2.395,26.914,27.853,184,7032,55,14,14,1984,0,Dixie_2021,-121.5995719441545,40.37477103629247,Timber Litter,Tree
96,2.937,26.601,26.367,187,7032,75,13,222,1993,1,Dixie_2021,-121.60905956844363,40.40058516422615,Timber Litter,Tree
120,2.937,26.601,26.367,187,7032,55,26,316,1913,0,Dixie_2021,-121.618554056637,40.426398989956354,Timber Litter,Tree
168,6.133,26.585,26.446,165,7027,65,5,277,1785,0,Dixie_2021,-121.62805541599619,40.45221251847781,Timber-Understory,Tree
68,6.133,26.585,26.446,165,7027,75,4,267,1603,0,Dixie_2021,-121.63756365379274,40.47802575479047,Timber-Understory,Tree
-114,0.913,29.755,33.082,186,7027,35,3,309,1486,0,Dixie_2021,-121.64707877730817,40.50383870390005,Timber Litter,Tree
-53,1.028,29.886,33.182,91,7299,0,1,-1,1409,1,Dixie_2021,-121.65660079383399,40.52965137081743,Non-Burnable,Developed
27,1.028,29.886,33.182,165,7027,75,8,230,1401,1,Dixie_2021,-121.6661297106718,40.55546376055908,Timber-Understory,Tree
36,2.647,27.909,29.343,186,7027,45,11,240,1597,1,Dixie_2021,-121.67566553513308,40.581275878147096,Timber Litter,Tree
70,4.743,26.139,25.037,187,7032,65,16,152,1694,1,Dixie_2021,-121.68520827453952,40.6070877286089,Timber Litter,Tree
98,1.33,27.595,28.171,187,7032,55,16,285,1692,1,Dixie_2021,-121.69475793622276,40.632899316977564,Timber Litter,Tree
25,1.71,27.62,28.502,184,7032,55,13,26,1663,1,Dixie_2021,-121.70431452752456,40.658710648291695,Timber Litter,Tree
89,1.71,27.62,28.502,165,7027,65,7,301,1556,1,Dixie_2021,-121.71387805579685,40.684521727595495,Timber-Understory,Tree
66,1.096,28.574,30.805,165,7027,55,4,145,1503,1,Dixie_2021,-121.72344852840149,40.71033255993872,Timber-Understory,Tree
-32768,1.104,26.795,26.297,187,7032,75,14,86,1601,0,Dixie_2021,-121.73302595271066,40.73614315037676,Timber Litter,Tree
325,0.0,31.972,36.84,165,7028,75,23,250,1047,0,Dixie_2021,-121.3212195854392,39.71053500230323,Timber-Understory,Tree
877,0.0,31.977,37.026,165,7027,65,10,29,710,0,Dixie_2021,-121.33051996501192,39.73636132322388,Timber-Understory,Tree
303,0.0,31.977,37.026,165,7028,55,24,177,1003,0,Dixie_2021,-121.33982701633488,39.762187217253405,Timber-Understory,Tree
828,0.0,30.152,32.964,165,7028,75,12,290,1189,0,Dixie_2021,-121.3491407464111,39.78801268925727,Timber-Understory,Tree
-1266,0.0,30.371,33.715,165,7028,75,3,64,1488,0,Dixie_2021,-121.358461162253,39.81383774410595,Timber-Understory,Tree
-104,0.0,30.371,33.715,186,7027,45,34,171,1250,0,Dixie_2021,-121.36778827088271,39.839662386674924,Timber Litter,Tree
96,0.0,32.147,38.251,186,7029,45,37,9,627,0,Dixie_2021,-121.37712207933181,39.86548662184453,Timber Litter,Tree
287,0.0,32.147,38.251,102,7105,0,20,110,1255,0,Dixie_2021,-121.38646259464153,39.8913104545002,Grass,Shrub
15,0.0,30.352,33.591,186,7028,35,7,139,1348,0,Dixie_2021,-121.39580982386269,39.91713388953242,Timber Litter,Tree
-60,0.0,27.85,28.444,145,7105,35,9,189,1519,0,Dixie_2021,-121.40516377405572,39.9429569318366,Shrub,Shrub
-12,0.0,27.85,28.444,186,7028,55,20,186,1757,0,Dixie_2021,-121.41452445229068,39.96877958631332,Timber Litter,Tree
50,0.0,26.329,25.685,99,9213,0,14,214,1884,0,Dixie_2021,-121.42389186564729,39.99460185786823,Non-Burnable,Sparse
-92,0.0,26.329,25.685,186,7028,35,30,12,1853,0,Dixie_2021,-121.43326602121498,40.02042375141207,Timber Litter,Tree
7,0.0,26.96,27.034,165,7172,0,26,328,1763,0,Dixie_2021,-121.44264692609282,40.04624527186063,Timber-Understory,Tree
371,0.0,27.424,28.573,187,7032,65,22,276,1750,0,Dixie_2021,-121.45203458738958,40.07206642413486,Timber Litter,Tree
1079,0.0,27.424,28.573,187,7032,55,8,309,1837,0,Dixie_2021,-121.46142901222376,40.097887213160924,Timber Litter,Tree
36,0.0,27.489,28.585,122,7027,45,5,173,1564,0,Dixie_2021,-121.47083020772355,40.12370764387014,Grass-Shrub,Tree
5,0.0,27.651,27.954,187,7032,65,18,196,1817,0,Dixie_2021,-121.48023818102699,40.14952772119902,Timber Litter,Tree
13,0.0,27.651,27.954,187,7032,55,12,197,1731,0,Dixie_2021,-121.48965293928178,40.17534745008916,Timber Litter,Tree
90,0.0,29.973,33.935,165,7028,55,27,5,1376,0,Dixie_2021,-121.49907448964545,40.20116683548747,Timber-Understory,Tree
-87,0.0,29.973,33.935,122,7098,35,20,106,1410,1,Dixie_2021,-121.50850283928531,40.226985882346206,Grass-Shrub,Shrub
1,0.0,29.087,32.15,165,7027,45,18,22,1554,1,Dixie_2021,-121.51793799537849,40.25280459562277,Timber-Understory,Tree
-34,0.0,28.316,30.263,186,7028,35,18,25,1758,0,Dixie_2021,-121.52737996511198,40.27862298027985,Timber Litter,Tree
-63,0.0,28.316,30.263,122,7098,0,10,344,1632,0,Dixie_2021,-121.53682875568254,40.30444104128551,Grass-Shrub,Shrub
75,0.0,27.777,29.546,186,7027,45,14,125,1798,1,Dixie_2021,-121.54628437429685,40.33025878361303,Timber Litter,Tree
21,3.323,26.742,27.597,187,7032,65,21,315,1691,1,Dixie_2021,-121.5557468281715,40.356076212241135,Timber Litter,Tree
-63,2.395,26.914,27.853,165,7027,45,11,128,1750,0,Dixie_2021,-121.56521612453285,40.38189333215385,Timber-Understory,Tree
-32,19.029,24.367,22.532,184,7032,45,8,115,2049,0,Dixie_2021,-121.57469227061732,40.40771014834063,Timber Litter,Tree
99,19.029,24.367,22.532,184,7032,45,12,225,2146,0,Dixie_2021,-121.58417527367119,40.4335266657962,Timber Litter,Tree
-101,18.038,23.794,20.862,99,9213,15,10,311,2213,0,Dixie_2021,-121.59366514095066,40.45934288952083,Non-Burnable,Sparse
66,14.509,24.766,22.034,186,7027,45,21,207,1909,0,Dixie_2021,-121.60316187972194,40.48515882452022,Timber Litter,Tree
84,5.825,27.605,28.62,187,7032,65,13,330,1767,0,Dixie_2021,-121.61266549726115,40.510974475805455,Timber Litter,Tree
5,5.009,28.287,29.914,183,7193,25,1,-1,1564,1,Dixie_2021,-121.6221760008545,40.53678984839322,Timber Litter,Tree
471,6.74,26.914,27.037,142,7193,25,6,196,1613,1,Dixie_2021,-121.63169339779813,40.56260494730556,Shrub,Tree
30,6.74,26.914,27.037,165,7028,55,4,232,1766,1,Dixie_2021,-121.64121769539825,40.58841977757001,Timber-Understory,Tree
11,4.743,26.139,25.037,122,7032,35,4,236,1714,1,Dixie_2021,-121.6507489009711,40.61423434421981,Grass-Shrub,Tree
36,4.743,26.139,25.037,122,7032,55,20,300,2061,1,Dixie_2021,-121.66028702184296,40.64004865229368,Grass-Shrub,Tree
47,4.823,26.246,25.536,187,7032,65,16,142,1826,1,Dixie_2021,-121.66983206535026,40.66586270683577,Timber Litter,Tree
1,2.211,27.979,29.91,165,7027,55,5,250,1590,0,Dixie_2021,-121.6793840388394,40.69167651289608,Timber-Understory,Tree
-20,1.096,28.574,30.805,186,7027,45,0,-1,1519,1,Dixie_2021,-121.68894294966704,40.71749007552998,Timber Litter,Tree
-32768,0.7,28.641,31.087,122,7662,0,1,-1,1485,1,Dixie_2021,-121.69850880519982,40.743303399798656,Grass-Shrub,Herb
409,0.0,31.68,36.409,184,7029,65,24,200,562,0,Dixie_2021,-121.28715311769831,39.71757936660339,Timber Litter,Tree
576,0.0,30.955,34.423,165,7028,65,23,115,1018,0,Dixie_2021,-121.2964421905124,39.74340828491627,Timber-Understory,Tree
275,0.0,30.955,34.423,165,7028,65,7,119,1261,1,Dixie_2021,-121.30573792827025,39.76923677966827,Timber-Understory,Tree
433,0.0,30.152,32.964,165,7028,65,10,298,1464,1,Dixie_2021,-121.31504033796955,39.795064855730246,Timber-Understory,Tree
201,0.0,29.367,31.35,165,7028,65,27,286,1492,0,Dixie_2021,-121.3243494266175,39.82089251797767,Timber-Understory,Tree
341,0.0,29.367,31.35,165,7028,75,36,257,949,0,Dixie_2021,-121.33366520123091,39.8467197712914,Timber-Understory,Tree
180,0.0,29.849,32.275,165,7028,55,14,115,1479,0,Dixie_2021,-121.34298766883609,39.87254662055701,Timber-Understory,Tree
310,0.0,31.705,37.203,165,7030,55,30,342,752,0,Dixie_2021,-121.35231683646897,39.898373070665194,Timber-Understory,Tree
789,0.0,30.352,33.591,165,7028,45,11,252,1100,0,Dixie_2021,-121.36165271117511,39.92419912651154,Timber-Understory,Tree
620,0.0,28.372,29.365,165,7028,55,22,264,1273,0,Dixie_2021,-121.37099530000958,39.950024792997,Timber-Understory,Tree
853,0.0,28.372,29.365,186,7028,45,7,216,1596,0,Dixie_2021,-121.38034461003727,39.97585007502728,Timber Litter,Tree
695,0.0,26.38,25.508,186,7028,45,14,92,1853,0,Dixie_2021,-121.38970064833251,40.00167497751341,Timber Litter,Tree
199,0.0,26.523,26.329,184,7032,45,10,142,1930,0,Dixie_2021,-121.39906342197939,40.02749950537136,Timber Litter,Tree
711,0.0,26.523,26.329,187,7032,75,9,188,2042,0,Dixie_2021,-121.40843293807174,40.0533236635224,Timber Litter,Tree
577,0.0,26.693,27.052,184,7032,45,20,35,1954,0,Dixie_2021,-121.41780920371299,40.07914745689269,Timber Litter,Tree
271,0.0,26.167,25.665,183,7901,45,14,294,1743,0,Dixie_2021,-121.42719222601632,40.104970890413796,Timber Litter,Tree
1149,0.0,26.167,25.665,187,7032,65,14,283,1761,0,Dixie_2021,-121.43658201210465,40.13079396902247,Timber Litter,Tree
-14,0.012,27.007,26.978,184,7032,35,26,354,1980,0,Dixie_2021,-121.44597856911062,40.156616697660496,Timber Litter,Tree
62,0.012,27.007,26.978,184,7197,65,22,133,1766,0,Dixie_2021,-121.45538190417659,40.18243908127499,Timber Litter,Tree
28,3.81,27.272,27.859,187,7032,55,27,247,1767,0,Dixie_2021,-121.46479202445485,40.20826112481828,Timber Litter,Tree
-148,0.959,29.644,33.678,122,7098,0,2,-1,1494,0,Dixie_2021,-121.4742089371073,40.23408283324794,Grass-Shrub,Shrub
-20,0.0,29.087,32.15,186,7027,45,25,21,1494,1,Dixie_2021,-121.48363264930579,40.25990421152696,Timber Litter,Tree
-31,0.0,28.092,30.149,186,7027,45,18,257,1636,0,Dixie_2021,-121.4930631682319,40.285725264623366,Timber Litter,Tree
133,0.0,28.092,30.149,186,7027,45,20,273,1713,0,Dixie_2021,-121.5025005010771,40.311545997510635,Timber Litter,Tree
52,0.089,28.661,31.751,186,7027,55,13,208,1488,1,Dixie_2021,-121.5119446550427,40.337366415167764,Timber Litter,Tree
411,3.323,26.742,27.597,186,7028,55,35,159,1852,0,Dixie_2021,-121.52139563733986,40.36318652257874,Timber Litter,Tree
-81,3.323,26.742,27.597,122,7032,35,5,159,1863,0,Dixie_2021,-121.53085345518976,40.38900632473319,Grass-Shrub,Tree
82,20.764,24.73,23.505,162,7158,35,5,84,2101,0,Dixie_2021,-121.5403181158233,40.41482582662612,Timber-Understory,Tree
-72,21.538,22.498,19.277,184,7032,45,11,213,2286,0,Dixie_2021,-121.54978962648144,40.440645033257766,Timber Litter,Tree
-14,21.538,22.498,19.277,122,7098,0,38,196,2426,0,Dixie_2021,-121.559267994415,40.46646394963403,Grass-Shrub,Shrub
8,14.509,24.766,22.034,122,7098,0,14,286,2279,0,Dixie_2021,-121.56875322688484,40.49228258076612,Grass-Shrub,Shrub
-5,14.509,24.766,22.034,122,7032,35,8,37,1982,0,Dixie_2021,-121.5782453311617,40.518100931670666,Grass-Shrub,Tree
70,10.698,26.707,26.066,186,7028,45,2,-1,1733,1,Dixie_2021,-121.58774431452638,40.54391900736991,Timber Litter,Tree
-11,9.287,26.758,26.473,165,7028,65,22,236,1902,1,Dixie_2021,-121.59725018426967,40.569736812891556,Timber-Understory,Tree
241,6.74,26.914,27.037,122,7031,0,1,-1,1738,1,Dixie_2021,-121.60676294769236,40.59555435326884,Grass-Shrub,Tree
44,7.067,26.475,26.339,187,7032,55,2,-1,1792,0,Dixie_2021,-121.61628261210535,40.62137163354065,Timber Litter,Tree
-16,9.646,25.273,23.693,187,7032,55,13,62,1822,0,Dixie_2021,-121.62580918482948,40.647188658751155,Timber Litter,Tree
-10,9.646,25.273,23.693,184,7032,55,6,297,1929,0,Dixie_2021,-121.63534267319571,40.67300543395033,Timber Litter,Tree
29,8.552,24.713,23.159,187,7032,75,15,275,1815,0,Dixie_2021,-121.64488308454524,40.69882196419382,Timber Litter,Tree
22,2.211,27.979,29.91,187,7032,65,2,-1,1653,0,Dixie_2021,-121.65443042622908,40.72463825454274,Timber Litter,Tree
-32768,1.207,28.052,30.001,122,7098,0,2,-1,1623,0,Dixie_2021,-121.66398470560864,40.75045431006393,Grass-Shrub,Shrub
423,0.0,32.027,37.569,184,7029,65,27,220,601,0,Dixie_2021,-121.25307999200338,39.724614490323916,Timber Litter,Tree
362,0.0,30.384,33.052,165,7028,65,18,88,1205,0,Dixie_2021,-121.26235775107071,39.75044600353984,Timber-Understory,Tree
278,0.0,29.396,31.25,165,7028,65,29,266,1315,0,Dixie_2021,-121.27164216826576,39.776277096522875,Timber-Understory,Tree
394,0.0,29.396,31.25,165,7028,55,5,97,1574,0,Dixie_2021,-121.28093325058093,39.802107774149015,Timber-Understory,Tree
229,0.0,28.248,28.672,165,7028,75,18,118,1554,0,Dixie_2021,-121.29023100501816,39.82793804129903,Timber-Understory,Tree
408,0.0,28.248,28.672,186,7028,45,19,297,1615,0,Dixie_2021,-121.29953543858893,39.85376790285885,Timber Litter,Tree
489,0.0,28.625,29.681,186,7028,35,39,191,1310,0,Dixie_2021,-121.30884655831427,39.87959736371945,Timber Litter,Tree
228,0.0,31.705,37.203,165,7027,65,30,295,924,0,Dixie_2021,-121.31816437122481,39.905426428776664,Timber-Understory,Tree
558,0.0,31.705,37.203,145,7105,0,29,86,984,0,Dixie_2021,-121.32748888436073,39.931255102931516,Shrub,Shrub
423,0.0,28.153,28.595,165,7027,45,10,133,1627,0,Dixie_2021,-121.33682010477196,39.95708339109003,Timber-Understory,Tree
1074,0.052,26.437,25.548,122,7058,35,10,39,1886,0,Dixie_2021,-121.34615803951789,39.982911298163344,Grass-Shrub,Tree
212,0.0,26.38,25.508,98,7292,0,2,-1,1820,0,Dixie_2021,-121.35550269566764,40.00873882906768,Non-Burnable,Water
613,0.399,26.312,25.636,186,7028,45,36,175,1596,0,Dixie_2021,-121.36485408029999,40.03456598872445,Timber Litter,Tree
937,0.399,26.312,25.636,184,7032,45,13,109,1967,0,Dixie_2021,-121.37421220050338,40.06039278206021,Timber Litter,Tree
818,0.586,26.396,26.367,187,7032,65,6,238,1948,0,Dixie_2021,-121.38357706337594,40.086219214006526,Timber Litter,Tree
1057,0.0,26.156,25.836,187,7032,65,13,205,2029,0,Dixie_2021,-121.39294867602553,40.11204528950018,Timber Litter,Tree
549,0.0,26.167,25.665,184,7032,45,17,37,2111,0,Dixie_2021,-121.4023270455697,40.13787101348338,Timber Litter,Tree
185,0.966,26.692,26.832,99,9213,0,34,308,2006,0,Dixie_2021,-121.41171217913576,40.16369639090329,Non-Burnable,Sparse
45,8.089,26.171,25.966,184,7032,45,21,221,1866,0,Dixie_2021,-121.42110408386081,40.18952142671246,Timber Litter,Tree
16,8.089,26.171,25.966,165,7028,55,17,278,1668,0,Dixie_2021,-121.43050276689166,40.215346125868585,Timber-Understory,Tree
-50,0.959,29.644,33.678,165,7027,25,25,288,1593,0,Dixie_2021,-121.43990823538493,40.24117049333472,Timber-Understory,Tree
14,0.959,29.644,33.678,185,7027,45,13,167,1388,0,Dixie_2021,-121.44932049650708,40.26699453407925,Timber Litter,Tree
-22,1.271,28.496,31.259,186,7028,45,16,32,1672,0,Dixie_2021,-121.45873955743437,40.29281825307563,Timber Litter,Tree
-32,2.072,28.444,31.367,122,7662,0,0,-1,1462,1,Dixie_2021,-121.46816542535288,40.31864165530296,Grass-Shrub,Herb
706,2.072,28.444,31.367,165,7027,55,11,227,1523,1,Dixie_2021,-121.47759810745858,40.3444647457455,Timber-Understory,Tree
897,2.769,27.842,29.926,187,7032,55,27,270,1748,0,Dixie_2021,-121.48703761095724,40.37028752939293,Timber Litter,Tree
786,20.188,24.881,23.94,187,7032,55,16,309,1748,0,Dixie_2021,-121.49648394306465,40.3961100112403,Timber Litter,Tree
1184,20.188,24.881,23.94,187,7032,65,26,232,2275,0,Dixie_2021,-121.50593711100633,40.42193219628804,Timber Litter,Tree
-170,27.759,22.286,19.323,101,7137,0,12,199,2080,0,Dixie_2021,-121.51539712201787,40.44775408954216,Grass,Herb
565,21.538,22.498,19.277,99,9125,0,28,282,2621,0,Dixie_2021,-121.52486398334476,40.47357569601387,Non-Burnable,Sparse
-1,17.737,23.452,19.916,184,7032,45,25,261,2172,0,Dixie_2021,-121.53433770224235,40.49939702072004,Timber Litter,Tree
-43,13.856,25.368,23.077,122,7032,35,17,247,2009,0,Dixie_2021,-121.54381828597609,40.52521806868297,Grass-Shrub,Tree
69,13.856,25.368,23.077,186,7028,45,13,162,1980,0,Dixie_2021,-121.55330574182133,40.551038844930375,Timber Litter,Tree
49,9.287,26.758,26.473,187,7032,55,10,323,1734,1,Dixie_2021,-121.56280007706347,40.57685935449563,Timber Litter,Tree
77,9.287,26.758,26.473,122,7032,35,2,-1,1637,1,Dixie_2021,-121.57230129899793,40.602679602417616,Grass-Shrub,Tree
5,4.92,27.543,28.8,186,7027,45,3,44,1590,1,Dixie_2021,-121.58180941493009,40.628499593740685,Timber Litter,Tree
85,8.362,26.227,25.943,165,7172,0,7,172,1737,0,Dixie_2021,-121.59132443217551,40.654319333514884,Timber-Understory,Tree
123,8.362,26.227,25.943,184,7032,45,7,98,2194,0,Dixie_2021,-121.6008463580597,40.68013882679579,Timber Litter,Tree
31,8.552,24.713,23.159,184,7032,45,7,43,2305,0,Dixie_2021,-121.61037519991832,40.70595807864463,Timber Litter,Tree
21,1.214,27.713,29.191,186,7027,45,6,319,1703,1,Dixie_2021,-121.61991096509715,40.7317770941283,Timber Litter,Tree
-32768,1.214,27.713,29.191,165,7028,55,5,2,1649,1,Dixie_2021,-121.629453660952,40.75759587831935,Timber-Understory,Tree
408,0.0,31.041,35.209,122,7098,0,39,152,815,0,Dixie_2021,-121.2190002151652,39.731640370789144,Grass-Shrub,Shrub
212,0.0,31.041,35.209,165,7028,55,10,192,1529,0,Dixie_2021,-121.22826665350287,39.757474476414785,Timber-Understory,Tree
836,0.0,29.131,30.327,165,7028,65,19,190,1621,0,Dixie_2021,-121.23753974314273,39.78330816513311,Timber-Understory,Tree
97,0.0,29.131,30.327,165,7028,75,3,75,1488,0,Dixie_2021,-121.24681949107188,39.80914144182525,Timber-Understory,Tree
734,0.0,28.37,29.037,165,7028,55,14,248,1525,0,Dixie_2021,-121.25610590428687,39.83497431137734,Timber-Understory,Tree
291,0.0,28.455,29.204,165,7028,55,14,338,1688,0,Dixie_2021,-121.26539898979397,39.86080677868039,Timber-Understory,Tree
464,0.0,28.625,29.681,165,7028,55,25,111,1386,0,Dixie_2021,-121.27469875460882,39.886638848630675,Timber-Understory,Tree
922,0.0,31.498,36.656,165,7028,55,35,51,976,0,Dixie_2021,-121.28400520575677,39.91247052612929,Timber-Understory,Tree
733,0.0,31.646,36.913,165,7028,65,36,267,1204,0,Dixie_2021,-121.29331835027273,39.938301816082486,Timber-Understory,Tree
638,0.0,31.646,36.913,147,7097,35,41,189,965,0,Dixie_2021,-121.30263819520121,39.96413272340156,Shrub,Shrub
990,0.931,30.168,33.464,186,7028,45,20,51,1759,0,Dixie_2021,-121.31196474759629,39.98996325300305,Timber Litter,Tree
601,0.052,26.437,25.548,99,9213,0,30,129,1679,0,Dixie_2021,-121.3212980145218,40.01579340980838,Non-Burnable,Sparse
